timestamp,cpu_usage,mem_used_mb,mem_free_mb
1767254262.1134305,1.0,537.9,6028.9
1767254263.3332813,0.5999999999999943,538.4,6028.2
1767254264.5490925,0.0,538.2,6028.4
1767254265.7653654,0.0,537.8,6028.3
1767254266.981054,0.0,537.8,6028.3
1767254268.2060223,0.5999999999999943,537.8,6028.3
1767254269.4385796,0.0,537.8,6028.3
1767254332.7369823,0.5999999999999943,547.1,5909.5
1767254333.9544778,0.5999999999999943,547.1,5909.6
1767254335.1715117,0.0,546.8,5909.8
1767254336.388542,0.0,546.8,5909.9
1767254337.6059592,0.0,547.0,5909.6
1767254338.8217914,0.5999999999999943,546.9,5910.0
1767254340.0407379,0.0,547.0,5909.6
1767254341.2615767,0.5999999999999943,547.0,5909.6
1767254342.4871688,0.5999999999999943,547.0,5909.6
1767254343.713699,0.5999999999999943,547.0,5909.6
1767254344.930705,0.5999999999999943,547.2,5909.4
1767254346.1506112,0.5999999999999943,547.2,5909.4
1767254347.3697348,0.0,547.7,5908.9
1767254348.593079,0.0,546.5,5910.1
1767254349.832538,0.5999999999999943,546.5,5910.1
1767254351.049439,0.0,546.0,5910.6
1767254352.2666059,0.0,545.7,5910.9
1767254353.4840856,0.5999999999999943,545.7,5910.9
1767254354.6990507,0.0,546.5,5910.1
1767254355.9138808,0.5999999999999943,546.5,5910.1
1767254357.130307,0.5999999999999943,546.4,5910.2
1767254358.3459067,0.5999999999999943,546.4,5910.2
1767254359.561712,0.0,545.7,5910.9
1767254360.7779121,0.0,546.2,5910.4
1767254361.9928477,0.0,546.2,5910.4
1767254363.2100813,0.5999999999999943,546.1,5910.4
1767254364.4452665,0.5999999999999943,546.6,5910.0
1767254365.6711855,0.0,546.1,5910.5
1767254366.887532,0.0,546.3,5910.3
1767254368.102511,0.0,546.3,5910.3
1767254369.3185728,0.5999999999999943,547.3,5909.5
1767254370.5338893,0.0,546.1,5910.6
1767254371.7504387,0.5999999999999943,546.5,5910.1
1767255392.43333,1.7000000000000028,551.0,5995.5
1767255393.746508,0.5999999999999943,551.0,5995.6
1767255394.9822416,0.0,551.5,5994.8
1767255396.1992617,0.5999999999999943,551.1,5995.3
1767255397.4158778,0.0,551.0,5995.3
1767255398.6322834,0.0,551.0,5995.3
1767255399.8471498,0.5999999999999943,551.0,5995.3
1767255401.0690532,31.099999999999994,558.1,5980.4
1767255402.2843049,6.5,609.5,5886.6
1767255403.5007524,0.0,624.7,5857.3
1767255404.717072,0.5999999999999943,625.2,5856.8
1767255405.9343688,7.0,666.7,5815.4
1767255407.1497989,0.0,627.8,5854.3
1767255408.367249,1.2000000000000028,627.5,5854.6
1767255409.5829747,0.0,627.0,5855.1
1767255410.7994835,0.0,627.0,5855.0
1767255412.0160062,0.5999999999999943,628.0,5854.1
1767255413.2324784,0.5999999999999943,628.0,5854.1
1767255414.4477937,0.5999999999999943,627.9,5854.2
1767255415.6639142,0.0,626.6,5855.4
1767255416.8788815,0.0,626.6,5855.4
1767255418.0958543,0.5999999999999943,626.6,5855.4
1767255419.312498,0.5999999999999943,626.8,5855.3
1767255420.5288389,1.2000000000000028,626.7,5855.3
1767255421.7448246,0.5999999999999943,628.2,5853.4
1767255422.961044,0.0,628.1,5853.5
1767255424.1780252,0.0,628.1,5853.5
1767255425.3945122,0.0,628.1,5853.5
1767255426.6114242,0.0,628.1,5853.5
1767255427.8272867,0.0,628.1,5853.5
1767255429.0434933,0.0,626.8,5854.7
1767255430.260828,0.5999999999999943,626.8,5854.7
1767255431.4773855,0.5999999999999943,626.7,5854.9
1767255432.6926467,0.5999999999999943,626.7,5854.9
1767255433.908392,0.5999999999999943,626.7,5854.9
1767255435.1234887,0.0,626.6,5854.9
1767255436.3397396,1.2000000000000028,626.9,5854.7
1767255437.5562487,0.5999999999999943,626.8,5854.7
1767255438.7706525,0.0,626.8,5854.7
1767255439.9857986,0.5999999999999943,626.8,5854.7
1767255441.2012227,0.0,626.8,5854.8
1767255442.4154058,1.2000000000000028,626.8,5854.8
1767255443.6308002,1.2000000000000028,626.1,5855.4
1767255444.8467577,0.0,626.3,5855.2
1767255446.06186,0.5999999999999943,627.5,5854.1
1767255447.2798803,1.2000000000000028,627.4,5854.1
1767255448.5988286,1.4000000000000057,626.7,5914.9
1767255449.8155339,0.5999999999999943,626.7,5914.7
1767255451.0311656,0.0,626.7,5914.7
1767255452.2466636,0.0,626.7,5914.8
1767255453.4634957,0.5999999999999943,626.7,5914.8
1767255454.6796997,0.5999999999999943,626.7,5914.8
1767255455.8962855,0.5999999999999943,626.6,5914.8
1767255457.1117392,0.0,626.6,5914.8
1767255458.3284893,0.5999999999999943,626.6,5914.8
1767255459.544324,0.5999999999999943,626.6,5914.8
1767255460.7607367,0.5999999999999943,626.8,5914.6
1767255461.9772253,0.5999999999999943,626.8,5914.6
1767255463.1938527,0.0,626.8,5914.6
1767255464.4092574,0.0,626.9,5914.4
1767255465.623776,0.0,626.9,5914.4
1767255466.8378842,0.0,626.9,5914.4
1767255468.0540698,0.5999999999999943,625.7,5915.6
1767255469.269482,0.5999999999999943,625.9,5915.4
1767255470.4881475,0.0,625.9,5915.4
1767255471.7037964,0.0,627.8,5913.5
1767255472.921384,0.5999999999999943,627.8,5913.5
1767255474.1370046,2.4000000000000057,628.7,5912.5
1767255475.3520064,3.0,550.0,5987.1
1767255476.5677934,0.5999999999999943,549.7,5987.4
1767255740.0534456,0.0,554.4,5940.3
1767255741.2668638,0.0,554.7,5940.0
1767255742.4815946,0.0,554.7,5940.0
1767255743.6979074,0.5999999999999943,554.5,5940.2
1767255744.9128184,0.0,564.3,5930.4
1767255746.1277854,1.2000000000000028,565.0,5929.6
1767255747.3424232,0.5999999999999943,565.2,5929.5
1767255748.5577133,0.5999999999999943,564.1,5930.6
1767255749.7734933,0.5999999999999943,563.3,5931.3
1767255750.9891825,0.5999999999999943,564.3,5930.3
1767255752.205711,0.5999999999999943,564.3,5930.4
1767255753.4217575,0.5999999999999943,563.8,5930.9
1767255754.637687,1.2000000000000028,562.9,5931.8
1767255755.8539796,0.5999999999999943,563.8,5930.8
1767255757.0695348,0.5999999999999943,564.6,5930.1
1767255758.2849607,0.5999999999999943,564.6,5930.1
1767255759.50144,0.0,553.6,5941.1
1767255760.7186675,6.5,557.7,5937.0
1767255761.9354556,0.0,557.9,5936.8
1767255763.152073,0.5999999999999943,557.9,5936.8
1767255764.3685493,0.0,551.5,5943.1
1767255765.5848265,0.0,551.7,5942.9
1767255766.8009837,0.5999999999999943,557.9,5936.8
1767255768.0163867,0.0,557.9,5936.8
1767255769.2354796,0.0,557.8,5936.8
1767255770.4573298,0.5999999999999943,557.8,5936.8
1767255771.6769414,0.5999999999999943,557.5,5937.1
1767255772.8979259,0.0,557.6,5937.0
1767255774.1221669,0.5999999999999943,557.6,5937.0
1767255775.3417115,0.5999999999999943,557.9,5936.8
1767255776.563234,0.0,557.2,5937.4
1767255777.7974367,0.5999999999999943,557.3,5937.3
1767255779.0363438,0.0,558.7,5935.9
1767255780.2517397,0.0,558.6,5936.0
1767255781.4663756,0.5999999999999943,558.6,5936.0
1767255782.6810722,0.5999999999999943,558.6,5936.0
1767255783.895786,0.0,558.6,5936.0
1767255785.1123111,0.5999999999999943,558.6,5936.0
1767255786.3267825,0.5999999999999943,558.6,5936.0
1767255787.5415616,0.0,557.8,5936.8
1767255788.7565112,2.9000000000000057,558.5,5936.1
1767255789.9712937,0.0,558.5,5936.1
1767255791.1858222,0.0,558.8,5935.8
1767255792.401699,0.0,558.8,5935.8
1767255793.6178422,0.5999999999999943,558.8,5935.8
1767255794.8356106,0.5999999999999943,558.8,5935.8
1767255796.0530958,0.5999999999999943,558.7,5935.9
1767255797.2704139,0.5999999999999943,558.7,5935.9
1767255798.4867902,0.0,558.7,5935.9
1767255799.7032042,0.5999999999999943,558.7,5935.9
1767255800.920144,0.0,558.7,5935.9
1767255802.1363654,0.0,558.7,5935.9
1767255803.3514583,0.5999999999999943,558.7,5935.9
1767255804.5678391,0.5999999999999943,558.7,5935.9
1767255805.783249,0.0,558.6,5936.0
1767255807.0006444,0.0,558.6,5936.0
1767255808.2178798,0.5999999999999943,558.6,5936.0
1767255809.4340425,0.0,557.9,5936.7
1767255810.6509066,0.0,558.1,5936.5
1767255811.86596,0.0,558.0,5936.5
1767255813.0819337,0.5999999999999943,558.0,5936.6
1767255814.2975323,0.5999999999999943,557.3,5937.3
1767255815.512878,0.5999999999999943,558.3,5936.3
1767255816.7301993,0.5999999999999943,558.3,5936.3
1767255817.945346,0.0,558.2,5936.3
1767255819.1610084,0.5999999999999943,557.5,5937.1
1767255820.378089,0.5999999999999943,558.3,5936.3
1767255821.5948663,0.5999999999999943,558.3,5936.3
1767255822.8111956,0.0,557.2,5937.4
1767255824.0281122,0.0,556.2,5938.4
1767255825.2438166,0.5999999999999943,556.5,5938.1
1767255826.4597206,0.0,556.5,5938.1
1767255827.676882,0.5999999999999943,555.6,5939.0
1767255828.8941834,0.0,555.6,5939.0
1767255830.111686,0.5999999999999943,555.6,5939.0
1767255831.3282511,0.5999999999999943,556.9,5937.6
1767255832.5459933,0.0,556.9,5937.7
1767255833.7628276,0.5999999999999943,556.9,5937.7
1767255834.979111,0.5999999999999943,558.1,5936.4
1767255836.1961102,0.0,558.1,5936.4
1767255837.4118674,1.2000000000000028,558.1,5936.5
1767255838.6270235,0.5999999999999943,558.1,5936.5
1767255839.8416748,0.5999999999999943,558.2,5936.3
1767255841.0564399,0.5999999999999943,558.2,5936.3
1767255842.2724557,0.5999999999999943,559.0,5935.5
1767255843.4884794,1.2000000000000028,558.9,5935.6
1767255844.705038,0.5999999999999943,558.9,5935.6
1767255845.9228954,0.5999999999999943,558.5,5936.0
1767255847.1385643,0.5999999999999943,558.5,5936.0
1767255848.3563044,0.5999999999999943,558.5,5936.0
1767255849.5708094,0.5999999999999943,558.5,5936.0
1767255850.7862043,0.5999999999999943,558.5,5936.0
1767255852.00095,0.5999999999999943,558.5,5936.0
1767255853.2165883,0.5999999999999943,558.5,5936.1
1767255854.4325426,0.0,558.5,5936.1
1767255855.648993,0.0,558.5,5936.1
1767255856.8645127,0.5999999999999943,558.4,5936.1
1767255858.081403,0.5999999999999943,558.4,5936.1
1767255859.2996848,0.0,558.2,5936.3
1767255860.517029,0.0,559.0,5935.6
1767255861.7327511,0.5999999999999943,559.0,5935.5
1767255862.9477856,0.5999999999999943,558.9,5935.6
1767255864.1650121,0.5999999999999943,558.9,5935.6
1767255865.3799922,0.5999999999999943,558.9,5935.6
1767255866.5956402,0.5999999999999943,559.1,5935.4
1767255867.8123786,0.5999999999999943,559.1,5935.4
1767255869.0285602,0.0,559.3,5935.2
1767255870.244422,0.0,559.3,5935.2
1767255871.460761,0.5999999999999943,559.3,5935.2
1767255872.6765196,0.5999999999999943,559.3,5935.2
1767255873.8923404,0.5999999999999943,559.3,5935.2
1767255875.1081915,0.0,559.2,5935.2
1767255876.3236845,0.0,559.2,5935.2
1767255877.5379453,0.5999999999999943,559.2,5935.3
1767255878.75454,0.5999999999999943,559.2,5935.3
1767255879.971431,0.0,559.2,5935.3
1767255881.1876504,0.0,559.2,5935.3
1767255882.402537,0.5999999999999943,559.2,5935.3
1767255883.6183693,0.0,559.2,5935.3
1767255884.83356,0.5999999999999943,557.1,5937.4
1767255886.0489855,0.5999999999999943,557.1,5937.4
1767255887.265877,0.0,558.3,5936.2
1767255888.4827628,0.0,558.3,5936.2
1767255889.698419,0.0,558.3,5936.2
1767255890.9152305,0.5999999999999943,558.5,5936.0
1767255892.1315143,0.5999999999999943,559.2,5935.2
1767255893.348617,0.5999999999999943,559.2,5935.2
1767255894.563755,0.0,559.2,5935.3
1767255895.778758,0.5999999999999943,559.0,5935.5
1767255896.996572,0.5999999999999943,559.0,5935.5
1767255898.2124887,0.5999999999999943,559.0,5935.5
1767255899.4290228,0.0,558.7,5935.8
1767255900.645389,0.5999999999999943,557.4,5937.0
1767255901.861904,1.2000000000000028,557.4,5937.1
1767255903.07836,0.5999999999999943,558.6,5935.8
1767255904.2961555,0.0,558.6,5935.8
1767255905.5133946,0.5999999999999943,557.1,5937.3
1767255906.7312136,0.0,557.6,5936.8
1767255907.9471707,0.5999999999999943,557.6,5936.8
1767255909.1633897,0.0,557.5,5936.9
1767255910.3806117,0.5999999999999943,557.5,5936.9
1767255911.5973074,0.0,557.5,5936.9
1767255912.8139036,1.2000000000000028,557.5,5936.9
1767255914.0283475,0.0,557.5,5937.0
1767255915.2441547,0.0,557.5,5937.0
1767255916.4601555,0.5999999999999943,556.8,5937.7
1767255917.675032,0.5999999999999943,557.6,5936.8
1767255918.891413,0.5999999999999943,558.8,5935.6
1767255920.1080136,0.5999999999999943,558.8,5935.6
1767255921.3245738,0.0,558.9,5935.6
1767255922.5420418,0.5999999999999943,558.8,5935.6
1767255923.7582123,0.5999999999999943,558.8,5935.7
1767255924.9754379,0.5999999999999943,558.8,5935.7
1767255926.1931145,0.5999999999999943,558.8,5935.7
1767255927.4096148,0.0,558.8,5935.7
1767255928.6264148,0.5999999999999943,558.2,5936.2
1767255929.843768,0.5999999999999943,557.6,5936.8
1767255931.060008,0.5999999999999943,557.6,5936.8
1767255932.2773876,0.5999999999999943,557.6,5936.8
1767255933.4952216,0.5999999999999943,556.4,5938.0
1767255934.7096171,0.0,556.3,5938.1
1767255935.92544,0.0,556.3,5938.1
1767255937.1418395,0.0,556.3,5938.1
1767255938.3582535,0.5999999999999943,556.3,5938.1
1767255939.5743353,0.0,557.0,5937.4
1767255940.7917843,0.5999999999999943,556.5,5937.9
1767255942.0084915,0.5999999999999943,556.5,5937.9
1767255943.2240255,0.5999999999999943,556.5,5937.9
1767255944.4410276,0.5999999999999943,554.0,5940.4
1767255945.6570165,0.0,555.3,5939.1
1767255946.8733609,0.0,555.1,5939.3
1767255948.0891855,0.5999999999999943,555.0,5939.3
1767255949.3044572,0.5999999999999943,555.0,5939.4
1767255950.5192575,0.0,555.0,5939.4
1767255951.7356794,0.0,555.7,5938.6
1767255952.9525378,0.0,555.9,5938.5
1767255954.1677155,0.5999999999999943,555.9,5938.5
1767255955.3833392,1.7999999999999972,554.9,5939.5
1767255956.5998452,0.0,555.3,5939.0
1767255957.8148918,0.5999999999999943,555.5,5938.9
1767255959.031463,0.0,555.6,5938.8
1767255960.2473712,0.0,555.6,5938.8
1767255961.4632826,0.5999999999999943,555.6,5938.8
1767255962.6805654,0.0,555.6,5938.8
1767255963.8964143,0.5999999999999943,555.5,5938.8
1767255965.1129417,0.5999999999999943,555.5,5938.8
1767255966.328816,0.0,555.5,5938.8
1767255967.544211,0.0,555.5,5938.9
1767255968.7599154,0.0,555.5,5938.9
1767255969.9780803,0.0,555.5,5938.9
1767255971.1948757,0.5999999999999943,555.8,5938.6
1767255972.4110978,0.5999999999999943,555.8,5938.6
1767255973.6275172,0.0,554.5,5939.9
1767255974.8440433,0.0,555.7,5938.7
1767255976.0601945,0.5999999999999943,555.7,5938.7
1767255977.2760441,0.5999999999999943,555.9,5938.4
1767255978.4911332,0.5999999999999943,555.2,5939.1
1767255979.7083554,1.2000000000000028,555.2,5939.2
1767255980.9239125,0.0,555.2,5939.2
1767255982.1402175,0.5999999999999943,555.2,5939.2
1767255983.3570988,0.5999999999999943,555.1,5939.2
1767255984.5722919,0.5999999999999943,555.1,5939.2
1767255985.7876475,0.5999999999999943,555.1,5939.2
1767255987.004031,0.5999999999999943,555.1,5939.2
1767255988.2187805,0.5999999999999943,555.1,5939.3
1767255989.4351673,0.5999999999999943,555.1,5939.3
1767255990.651426,0.0,555.2,5939.1
1767255991.8687227,0.5999999999999943,555.2,5939.1
1767255993.0847893,0.5999999999999943,555.2,5939.2
1767255994.3017988,1.2000000000000028,555.4,5938.9
1767255995.5189903,0.5999999999999943,555.4,5938.9
1767255996.7359142,0.5999999999999943,556.9,5937.4
1767255997.9513812,0.0,555.6,5938.7
1767255999.167947,0.0,555.6,5938.7
1767256000.3849728,0.5999999999999943,555.6,5938.7
1767256001.5999103,0.5999999999999943,556.8,5937.5
1767256002.8164797,0.0,555.6,5938.8
1767256004.0329218,0.0,554.8,5939.5
1767256005.2493117,1.2000000000000028,553.4,5940.9
1767256006.4662435,0.5999999999999943,553.3,5941.0
1767256007.6823382,0.0,554.5,5939.8
1767256008.900293,0.0,554.5,5939.8
1767256010.1166542,0.5999999999999943,554.5,5939.8
1767256011.3323812,0.5999999999999943,554.5,5939.8
1767256012.5496607,0.0,555.2,5939.1
1767256013.7647343,0.0,555.2,5939.1
1767256014.9811404,0.0,555.2,5939.1
1767256016.1976366,0.0,553.9,5940.4
1767256017.413022,0.5999999999999943,553.2,5941.1
1767256018.65704,0.5999999999999943,554.7,5939.6
1767256019.8728368,0.5999999999999943,555.1,5939.2
1767256021.0877476,0.5999999999999943,555.1,5939.2
1767256022.304363,0.0,555.1,5939.2
1767256023.518952,1.2000000000000028,555.1,5939.2
1767256024.7363307,0.0,555.1,5939.2
1767256025.9537017,0.5999999999999943,555.0,5939.2
1767256027.169873,0.0,555.0,5939.2
1767256028.3869343,0.5999999999999943,555.3,5939.0
1767256029.6027598,0.0,555.3,5939.0
1767256030.8176973,0.0,555.2,5939.0
1767256032.031981,0.0,555.2,5939.0
1767256033.244944,0.5999999999999943,555.2,5939.0
1767256034.4597363,0.0,555.2,5939.0
1767256035.675699,0.5999999999999943,555.1,5939.1
1767256036.8906755,0.5999999999999943,555.1,5939.1
1767256038.105638,0.5999999999999943,555.1,5939.1
1767256039.3214314,0.5999999999999943,554.1,5940.1
1767256040.5371797,0.0,554.5,5939.8
1767256041.7528994,0.5999999999999943,554.9,5939.3
1767256042.9689598,0.5999999999999943,554.9,5939.3
1767256044.1850598,0.5999999999999943,554.9,5939.3
1767256045.3997614,0.5999999999999943,554.9,5939.3
1767256046.6155157,0.0,555.0,5939.2
1767256047.8305519,0.0,555.0,5939.2
1767256049.046826,0.5999999999999943,555.0,5939.2
1767256050.2628353,0.0,555.2,5939.0
1767256051.4784977,0.5999999999999943,555.2,5939.1
1767256052.694524,1.2000000000000028,555.2,5939.1
1767256053.910497,0.0,555.4,5938.8
1767256055.1257324,0.0,555.4,5938.8
1767256056.339822,1.2000000000000028,555.4,5938.9
1767256057.5700924,0.0,554.6,5939.6
1767256058.785789,0.5999999999999943,549.4,5944.8
1767256060.0010295,0.5999999999999943,549.4,5944.8
1767256061.2170014,0.0,549.4,5944.8
1767256062.4344082,0.0,560.7,5933.5
1767256063.6519113,0.5999999999999943,561.1,5933.0
1767256064.8690767,0.0,559.2,5935.0
1767256066.0922213,1.2000000000000028,559.2,5935.0
1767256067.3628614,0.0,559.2,5935.0
1767256068.651901,0.5999999999999943,559.1,5935.0
1767256069.9350045,0.5999999999999943,560.4,5933.8
1767256071.1541207,1.2000000000000028,561.3,5932.8
1767256072.3729115,0.0,561.3,5932.9
1767256073.5892148,1.2000000000000028,561.6,5932.6
1767256074.8034284,0.0,560.9,5933.3
1767256076.019306,0.5999999999999943,560.8,5933.3
1767256077.235143,0.0,560.8,5933.4
1767256078.4515312,0.5999999999999943,560.8,5933.4
1767256079.667713,0.5999999999999943,559.9,5934.2
1767256080.8831644,0.5999999999999943,560.2,5934.0
1767256082.0987318,0.0,560.2,5934.0
1767256083.3148515,0.5999999999999943,560.1,5934.0
1767256084.5306587,0.5999999999999943,560.1,5934.0
1767256085.7468455,0.0,560.1,5934.0
1767256086.9619644,0.0,560.1,5934.1
1767256088.178269,0.0,560.1,5934.1
1767256089.3943279,0.0,560.6,5933.6
1767256090.6099432,0.0,560.6,5933.6
1767256091.826285,0.5999999999999943,560.0,5934.1
1767256093.042911,0.5999999999999943,560.0,5934.1
1767256094.258532,0.5999999999999943,560.0,5934.2
1767256095.475285,0.0,560.3,5933.8
1767256096.6909144,0.5999999999999943,560.4,5933.8
1767256097.9074082,0.5999999999999943,560.3,5933.8
1767256099.1227944,0.0,560.3,5933.8
1767256100.3389022,0.0,560.3,5933.8
1767256101.5548182,0.0,560.3,5933.8
1767256102.771635,0.0,560.3,5933.9
1767256103.9866178,0.0,560.3,5933.9
1767256105.203969,0.0,560.3,5933.9
1767256106.4207683,0.0,560.3,5933.9
1767256107.6373343,0.5999999999999943,560.2,5933.9
1767256108.8533583,1.2000000000000028,560.8,5933.3
1767256110.06975,0.0,560.8,5933.4
1767256111.2860456,0.0,560.8,5933.4
1767256112.501937,0.0,560.8,5933.4
1767256113.7205796,0.0,560.2,5933.9
1767256114.9375045,1.2000000000000028,560.2,5933.9
1767256116.153379,0.5999999999999943,560.2,5933.9
1767256117.3686156,0.5999999999999943,560.7,5933.4
1767256118.5843964,0.0,560.7,5933.4
1767256119.7989643,0.5999999999999943,560.9,5933.2
1767256121.0143943,0.0,560.9,5933.2
1767256122.2303028,0.0,560.4,5933.7
1767256123.4473016,0.0,548.4,5945.7
1767256124.6637034,1.2000000000000028,554.0,5940.1
1767256125.8793676,1.2000000000000028,554.0,5940.1
1767256127.097004,0.5999999999999943,554.0,5940.1
1767256128.3125947,0.0,554.5,5939.6
1767256129.52918,0.0,554.7,5939.4
1767256130.7451515,0.0,554.7,5939.4
1767256131.9611294,1.2000000000000028,555.2,5938.9
1767256133.1788757,0.0,555.3,5938.8
1767256134.3957496,0.5999999999999943,555.3,5938.8
1767256135.6123996,0.0,554.8,5939.3
1767256136.8275065,0.5999999999999943,554.7,5939.3
1767256138.0445359,0.0,554.9,5939.2
1767256139.26133,1.2000000000000028,555.2,5938.9
1767256140.4783092,1.2000000000000028,555.1,5938.9
1767256141.6951852,0.0,555.1,5938.9
1767256142.9113653,0.5999999999999943,555.1,5939.0
1767256144.1282895,0.0,555.1,5939.0
1767256145.3449028,0.5999999999999943,555.1,5939.0
1767256146.559687,0.5999999999999943,555.1,5939.0
1767256147.7759945,0.5999999999999943,555.1,5939.0
1767256148.9903398,0.5999999999999943,555.1,5939.0
1767256150.2061017,0.5999999999999943,555.0,5939.0
1767256151.423477,0.0,554.6,5939.5
1767256152.640252,0.5999999999999943,555.1,5939.0
1767256153.8558168,0.0,555.1,5939.0
1767256155.0730255,0.5999999999999943,555.1,5939.0
1767256156.2884324,0.5999999999999943,555.1,5939.0
1767256157.5026584,0.5999999999999943,555.1,5939.0
1767256158.7186816,0.5999999999999943,554.0,5940.1
1767256159.933876,1.2000000000000028,554.0,5940.1
1767256161.1499858,0.0,554.4,5939.6
1767256162.3655796,1.2000000000000028,554.9,5939.1
1767256163.5802157,0.0,554.9,5939.1
1767256164.795993,0.0,554.9,5939.1
1767256166.0123823,0.5999999999999943,554.9,5939.2
1767256167.2297387,0.5999999999999943,554.9,5939.2
1767256168.446988,0.0,554.4,5939.7
1767256169.663718,0.5999999999999943,555.1,5939.0
1767256170.8797174,0.5999999999999943,555.0,5939.0
1767256172.0947835,1.2000000000000028,555.0,5939.0
1767256173.3113048,0.0,555.0,5939.0
1767256174.5277104,0.0,555.0,5939.0
1767256175.7436924,0.0,555.0,5939.0
1767256176.9595366,0.0,555.2,5938.8
1767256178.1758828,0.0,555.2,5938.8
1767256179.3919597,0.5999999999999943,555.2,5938.8
1767256180.6086154,0.5999999999999943,554.9,5939.1
1767256181.8250983,0.5999999999999943,554.9,5939.1
1767256183.0423088,0.5999999999999943,554.9,5939.1
1767256184.2573032,2.4000000000000057,554.4,5939.6
1767256185.4739902,1.2000000000000028,554.9,5939.1
1767256186.6905117,0.5999999999999943,555.3,5938.6
1767256187.9066904,0.0,555.4,5938.6
1767256189.123294,0.5999999999999943,554.3,5939.6
1767256190.3397915,1.2000000000000028,554.3,5939.7
1767256191.5549,0.0,554.6,5939.4
1767256192.770139,0.5999999999999943,554.7,5939.3
1767256193.9851577,0.5999999999999943,554.7,5939.3
1767256195.1994498,0.5999999999999943,553.6,5940.3
1767256196.4145398,0.0,554.1,5939.8
1767256197.628798,0.0,554.3,5939.7
1767256198.8439424,0.5999999999999943,554.3,5939.7
1767256200.06016,0.5999999999999943,554.3,5939.7
1767256201.275482,0.0,554.2,5939.7
1767256202.49121,0.5999999999999943,554.2,5939.7
1767256203.706038,0.0,549.3,5944.7
1767256204.9219246,4.099999999999994,560.6,5933.4
1767256206.1377418,0.5999999999999943,560.6,5933.4
1767256207.3550713,0.5999999999999943,560.8,5933.2
1767256208.571524,0.0,561.3,5932.7
1767256209.7879918,0.0,561.3,5932.7
1767256211.0056665,0.5999999999999943,561.3,5932.7
1767256212.2218025,0.0,561.5,5932.5
1767256213.439301,0.0,561.0,5933.0
1767256214.6545932,0.5999999999999943,561.5,5932.5
1767256215.8700757,0.0,561.5,5932.5
1767256217.087318,0.0,561.7,5932.3
1767256218.3042831,0.0,561.7,5932.3
1767256219.5397823,0.0,561.7,5932.3
1767256220.7644072,0.0,561.6,5932.3
1767256222.002739,0.0,561.6,5932.3
1767256223.2294316,0.5999999999999943,560.5,5933.4
1767256224.4540336,0.5999999999999943,560.5,5933.4
1767256225.6689203,0.0,561.0,5932.9
1767256226.9001307,0.5999999999999943,561.5,5932.4
1767256228.140227,0.5999999999999943,561.5,5932.4
1767256229.3557506,0.5999999999999943,560.9,5933.0
1767256230.571845,0.5999999999999943,560.9,5933.0
1767256231.7860062,0.0,560.9,5933.0
1767256233.00069,0.0,560.9,5933.0
1767256234.2148702,0.5999999999999943,560.9,5933.1
1767256235.4292738,0.0,560.9,5933.1
1767256236.6444867,0.5999999999999943,560.8,5933.1
1767256237.858395,0.0,560.8,5933.1
1767256239.073957,0.5999999999999943,561.1,5932.9
1767256240.2885578,1.2000000000000028,561.1,5932.9
1767256241.5037086,0.5999999999999943,561.0,5932.9
1767256242.718611,0.0,561.0,5932.9
1767256243.936738,0.5999999999999943,561.0,5932.9
1767256245.1605177,1.2000000000000028,559.8,5934.1
1767256246.383213,0.0,559.8,5934.2
1767256247.6000814,0.0,561.0,5932.9
1767256248.8161232,0.0,561.0,5932.9
1767256250.0308888,0.5999999999999943,561.0,5933.0
1767256251.2473078,0.5999999999999943,560.9,5933.0
1767256252.4655554,0.0,560.7,5933.2
1767256253.6833477,0.0,560.8,5933.1
1767256254.9002697,0.0,560.8,5933.1
1767256256.1180933,0.0,559.1,5934.9
1767256257.332807,0.0,559.2,5934.7
1767256258.5459733,0.5999999999999943,559.2,5934.7
1767256259.7627382,0.5999999999999943,560.4,5933.5
